ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	analyzer	failure_reason
1423371622.614082	CBiVH01Ut3u8rg47o7	203.175.170.200	54742	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423371622.616004	CHHA5c1YrtGGXQCdt6	203.175.170.200	54742	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423371622.689922	CLsWFG1pYKR6DBgLGd	203.175.170.200	54742	192.168.13.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423371622.690608	Cfwizu2RI1CFT9P3ab	203.175.170.200	54742	192.168.14.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423371622.690951	CFAHxJ26upAbPohqM2	203.175.170.200	54742	192.168.15.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423371622.691788	CCXnG018j1zEMIy7f5	203.175.170.200	54742	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423371622.695570	C8nhME47rlWd3YfiZk	203.175.170.200	54742	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423719748.419224	CyLk1t1geEo8fw4jJ7	62.117.80.169	52835	192.168.13.254	80	tcp	HTTP	not a http reply line
1423840036.162215	ClYtwK2MCGjicpYIk7	85.18.173.109	38144	192.168.15.254	80	tcp	HTTP	not a http reply line
1423840036.413253	Cpzgfy2fs8vj1ski7b	85.18.173.109	60703	192.168.14.254	80	tcp	HTTP	not a http reply line
1423840036.418035	Chp3qD4Ps7h1aIWGod	85.18.173.109	57244	192.168.13.254	80	tcp	HTTP	not a http reply line
1423918275.351185	C0Pdpl42vZFCgMQWW3	192.210.198.194	44823	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423918275.351782	CyKY531QwZLvhI3Tp4	192.210.198.194	44823	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423918275.357287	Cg2y2FVvhYYn5bfsc	192.210.198.194	44823	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423918275.662539	CnRirs2tdZLvcjQh3c	192.210.198.194	44823	192.168.14.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423918275.664219	CRXgdQ2MCG1TaCSKA7	192.210.198.194	44823	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423918275.666058	C5MMsv1b0x2i7LN2q4	192.210.198.194	44823	192.168.15.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423918275.667936	CNQV3FlNjusxFZ5X3	192.210.198.194	44823	192.168.13.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423918275.668690	CLGv731mpSrfbdyftl	192.210.198.194	44823	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1423987249.109393	CP4ACWVtc5xG8CeGk	62.210.38.226	42665	192.168.13.254	80	tcp	HTTP	not a http reply line
1423987249.120282	CDy8Zn1Gx7LnVO75W4	62.210.38.226	59252	192.168.14.254	80	tcp	HTTP	not a http reply line
1423987249.121014	CLnS9R8U3LuOmiDa3	62.210.38.226	50401	192.168.15.254	80	tcp	HTTP	not a http reply line
1423994358.176885	Cgtkdj3VvN5b3bvCmg	69.90.186.5	51402	192.168.13.254	80	tcp	HTTP	not a http reply line
1423994358.203117	CGlTfQ3yQiqodbMVA1	69.90.186.5	58929	192.168.15.254	80	tcp	HTTP	not a http reply line
1423994358.213254	CsurN63nh5OOoa1RSi	69.90.186.5	36505	192.168.14.254	80	tcp	HTTP	not a http reply line
1424039405.214188	C67fqP14FaKqkn2Ye	85.18.173.109	44038	192.168.13.254	80	tcp	HTTP	not a http reply line
1424039405.259933	CyZVxoO4wsV46PZI2	85.18.173.109	53719	192.168.14.254	80	tcp	HTTP	not a http reply line
1424039405.275860	CawDU24VMQF1xs9Hri	85.18.173.109	59691	192.168.15.254	80	tcp	HTTP	not a http reply line
1424048163.871063	CtXqHg3GCFGFMZCzL9	85.18.173.109	42488	192.168.14.254	80	tcp	HTTP	not a http reply line
1424048163.902403	C98FFg2pw7ZiaZLVKh	85.18.173.109	47903	192.168.15.254	80	tcp	HTTP	not a http reply line
1424048163.957847	Cfr7Nd35c5b7CItMee	85.18.173.109	39023	192.168.13.254	80	tcp	HTTP	not a http reply line
1424058521.053125	C7tkpMUBSkyb7KU4k	5.196.105.72	60402	192.168.14.254	80	tcp	HTTP	not a http reply line
1424058521.069068	CT4Kn1150iI3VTWLj5	5.196.105.72	44076	192.168.13.254	80	tcp	HTTP	not a http reply line
1424058521.094018	ClSfbF4yMXFPD0eOZk	5.196.105.72	36337	192.168.15.254	80	tcp	HTTP	not a http reply line
1424061944.852656	CfPCHm1xeEgUZIAKPb	85.18.173.109	50859	192.168.14.254	80	tcp	HTTP	not a http reply line
1424061944.882819	CZnrQp2Ad46IiosKH4	85.18.173.109	56806	192.168.15.254	80	tcp	HTTP	not a http reply line
1424061944.909967	CNZPOB1oZIQR95jg38	85.18.173.109	47078	192.168.13.254	80	tcp	HTTP	not a http reply line
1424078253.853095	CjHhrJ3vxWoAfGXtEg	62.117.80.169	33711	192.168.13.254	80	tcp	HTTP	not a http reply line
1424078253.976546	ClDvIV3G4hpwnMq1Lf	62.117.80.169	40975	192.168.14.254	80	tcp	HTTP	not a http reply line
1424078253.982579	CZspmt3JKDDE6VcGTa	62.117.80.169	51756	192.168.15.254	80	tcp	HTTP	not a http reply line
1424100056.176236	CkCQJUvNPFniah2Qk	194.169.191.10	50307	192.168.14.254	80	tcp	HTTP	not a http reply line
1424100056.208201	Cs9Ogy4AJ442vMRlOb	194.169.191.10	51931	192.168.15.254	80	tcp	HTTP	not a http reply line
1424100056.211494	CdppgU249G8lO9YyMc	194.169.191.10	40289	192.168.13.254	80	tcp	HTTP	not a http reply line
1424166937.658290	CyxjhF2fvL7Hg08Jmd	85.18.173.109	45325	192.168.13.254	80	tcp	HTTP	not a http reply line
1424166937.678480	CNRiPQgdbzA5Qq793	85.18.173.109	60455	192.168.15.254	80	tcp	HTTP	not a http reply line
1424166937.679984	CkTgXz2iyDSUsKwTX4	85.18.173.109	54859	192.168.14.254	80	tcp	HTTP	not a http reply line
1424193200.767103	C5Y1qV2R59yoCSz8D4	185.35.62.11	44294	192.168.15.254	80	tcp	HTTP	not a http reply line
1424194941.606889	Crax6F4R5HdnQFCuZk	185.35.62.11	37496	192.168.13.254	80	tcp	HTTP	not a http reply line
1424197695.078826	C3xkxj1jM2FBmLgGnb	185.35.62.11	47719	192.168.14.254	80	tcp	HTTP	not a http reply line
1424233357.846693	Cioj8YrvHB7ng6vo5	194.169.191.10	43809	192.168.14.254	80	tcp	HTTP	not a http reply line
1424327834.355873	CttAD62BFNkKdLG4pa	217.198.1.70	37893	192.168.14.254	80	tcp	HTTP	not a http reply line
1424327834.361590	CNMks12Otc0imwfePi	217.198.1.70	51073	192.168.15.254	80	tcp	HTTP	not a http reply line
1424327834.432975	CHJEFp36lECPwsVq8f	217.198.1.70	55804	192.168.13.254	80	tcp	HTTP	not a http reply line
1424417732.283888	C8gGyC2eOLsCJt8eqb	185.35.62.11	53439	192.168.14.254	80	tcp	HTTP	not a http reply line
1424783754.517297	CR45WePPBTRlMIDIh	185.35.62.11	34857	192.168.14.254	80	tcp	HTTP	not a http reply line
1424786636.824219	CnvbPJXt3cXIcjxbk	185.35.62.11	44092	192.168.15.254	80	tcp	HTTP	not a http reply line
1425306973.114924	ClYrcF2kyiNxRXO1ld	125.97.246.8	39660	192.168.14.254	5060	udp	SIP	Binpac exception: binpac exception: string mismatch at /build/bro-ICKLbd/bro-2.4.1+dfsg/src/analyzer/protocol/sip/sip-protocol.pac:21: \x0aexpected pattern: "[^()<>@,;:\\"/\\[\\]?={} \\t]+"\x0aactual data: ""
1425335171.051279	CtjCJ81ZbKM3rhI4v4	125.97.246.8	34804	192.168.0.12	5060	udp	SIP	Binpac exception: binpac exception: string mismatch at /build/bro-ICKLbd/bro-2.4.1+dfsg/src/analyzer/protocol/sip/sip-protocol.pac:21: \x0aexpected pattern: "[^()<>@,;:\\"/\\[\\]?={} \\t]+"\x0aactual data: ""
1425360003.944736	C82cMz4kDsyZHN2OVk	125.97.246.8	50169	192.168.0.15	5060	udp	SIP	Binpac exception: binpac exception: string mismatch at /build/bro-ICKLbd/bro-2.4.1+dfsg/src/analyzer/protocol/sip/sip-protocol.pac:21: \x0aexpected pattern: "[^()<>@,;:\\"/\\[\\]?={} \\t]+"\x0aactual data: ""
1425366794.507473	Cpf5ge4SLeTMdQeLkk	31.3.253.133	42166	192.168.14.254	80	tcp	HTTP	not a http reply line
1425366795.569481	CqVl6E1jqiWmn2B5c7	31.3.253.133	35645	192.168.15.254	80	tcp	HTTP	not a http reply line
1425366798.711035	CsyVdB2FTv0FEcv8L6	31.3.253.133	53850	192.168.13.254	80	tcp	HTTP	not a http reply line
1425687153.780342	CNC3rP3587hoItf8B8	125.97.246.8	57024	192.168.15.30	5060	udp	SIP	Binpac exception: binpac exception: string mismatch at /build/bro-ICKLbd/bro-2.4.1+dfsg/src/analyzer/protocol/sip/sip-protocol.pac:21: \x0aexpected pattern: "[^()<>@,;:\\"/\\[\\]?={} \\t]+"\x0aactual data: ""
1426098191.948489	CBEyo22JeB6XSMgvKi	104.255.68.201	54222	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1426100482.119470	C0brAO3zc641IBzOH8	104.255.68.201	34373	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1426101027.205559	Cr5HtqGGnMOgRBpWd	104.255.68.201	35488	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1426103006.135979	CAp8QC3TJa5mvw8Iwh	104.255.68.201	54348	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1426103307.068697	C327le3pMQKAbFlOZf	104.255.68.201	46965	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1426555731.922686	CY0E9GlzTe1Xusd24	112.221.251.219	50831	192.168.14.254	80	tcp	HTTP	not a http reply line
1427093896.839930	C81eZ627fThJAt7b2h	142.4.211.167	39437	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427093897.045246	CR9rR5oA4h10ydOda	142.4.211.167	39437	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427206254.948858	CuGRjY1JgRxdiAwxn8	198.23.211.2	57875	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427206254.949133	CeHxSa20HE7QzERjAf	198.23.211.2	57875	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427206254.952378	Cm00imRFtg9nDDKb2	198.23.211.2	57875	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427206255.517991	C3eMCR1BvlhbYYxWB9	198.23.211.2	57875	192.168.13.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427206255.526474	CrVLq04cEmxTNDm4C9	198.23.211.2	57875	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427206255.527029	CUrTDR1xz7qDS0LMie	198.23.211.2	57875	192.168.14.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427206255.528138	CuH32d2xAZpR6xCQP9	198.23.211.2	57875	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427206255.532115	CFCqt04pQ2bafAHbc2	198.23.211.2	57875	192.168.15.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427241432.958907	CdmtAB39pgwnYHBNKh	192.227.132.2	45813	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427241432.960913	Ca4XLd3Xp6geVXIxk9	192.227.132.2	45813	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427241432.965855	CKCFrfTFDixNCN1Lh	192.227.132.2	45813	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427241433.539659	CDOfIg2poBJz4Ji0Rf	192.227.132.2	45813	192.168.13.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427241433.544350	ClihEyuNlGt3xHTL1	192.227.132.2	45813	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427241433.546569	C48e9V14uvGCUvf0u8	192.227.132.2	45813	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427313151.184719	CScU0F3tviT96wYZo	31.6.71.50	48199	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427313151.222395	CkO3ygW3yV92WHFqf	31.6.71.50	48199	192.168.14.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1427594496.741686	ClwZfb2xpcZb7lXoJa	178.254.52.177	50861	192.168.15.254	80	tcp	HTTP	not a http reply line
1427594496.778301	CTqO1u3o623hkWVbuf	178.254.52.177	45062	192.168.14.254	80	tcp	HTTP	not a http reply line
1427594497.047776	CqiZWvKtqWTfoeYve	178.254.52.177	57663	192.168.13.254	80	tcp	HTTP	not a http reply line
1427599578.761305	CJfq2j4uyXerCF0kt3	67.23.20.198	55821	192.168.15.254	80	tcp	HTTP	not a http reply line
1427599578.843260	CRnuG91MvhCjFUhcy4	67.23.20.198	40895	192.168.14.254	80	tcp	HTTP	not a http reply line
1427599578.844062	CwCkzl2bntj0KVJZQb	67.23.20.198	60356	192.168.13.254	80	tcp	HTTP	not a http reply line
1427640515.263597	CKC1Hq4LFI9oJnvJl4	180.225.203.220	3674	192.168.14.254	80	tcp	HTTP	not a http reply line
1427640515.265338	CwNe8Hxk9pWat0L64	180.225.203.220	3673	192.168.13.254	80	tcp	HTTP	not a http reply line
1427640517.392215	C9k3a21q0IENi79yl4	180.225.203.220	3983	192.168.15.254	80	tcp	HTTP	not a http reply line
1427730906.627429	CsY4G141LkWC81pRv9	38.106.31.88	40905	192.168.15.254	80	tcp	HTTP	not a http reply line
1427864224.761493	CKtzrx1009IRpJIk58	38.106.31.87	46087	192.168.13.254	80	tcp	HTTP	not a http reply line
1427897157.061490	CODF3o3gIzAUOwbFyi	213.175.193.62	60658	192.168.14.254	80	tcp	HTTP	not a http reply line
1427897157.070251	CmwTtQ3ptCdkt0e0u1	213.175.193.62	59578	192.168.15.254	80	tcp	HTTP	not a http reply line
1427897157.079157	CsH5I03xRQndXIbSXe	213.175.193.62	37628	192.168.13.254	80	tcp	HTTP	not a http reply line
1427905464.971599	CsVmDt2IZMCcxyBFk4	54.251.115.167	59696	192.168.14.254	80	tcp	HTTP	not a http reply line
1427905464.983950	C1FDbG20gktaHNm24	54.251.115.167	47460	192.168.15.254	80	tcp	HTTP	not a http reply line
1427905465.015813	CHP7ik4pEWP8hA2vMj	54.251.115.167	60896	192.168.13.254	80	tcp	HTTP	not a http reply line
1428054828.650797	CHnaje3Ip8CM2HLZS9	38.106.31.87	41384	192.168.14.254	80	tcp	HTTP	not a http reply line
1428281083.783873	ClSNPa4eSE6DiEm7O2	198.23.211.2	45722	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428281083.784141	C1qEs11AJCC0remOi5	198.23.211.2	45722	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428281083.785085	CFHzlMJiZeU5ccJHd	198.23.211.2	45722	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428281083.913547	CgRCuv2VcB7mx04meb	198.23.211.2	45722	192.168.13.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428281083.914982	CGH2LJ28VYASNgUNr7	198.23.211.2	45722	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428281083.915894	C6ocsH1aFI69EC2q14	198.23.211.2	45722	192.168.14.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428281083.919805	CmFyk31IUJFhLiW1r4	198.23.211.2	45722	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428281083.920070	C8b7ZFBDvgpjd3sTj	198.23.211.2	45722	192.168.15.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428318570.770833	CLdFI52G4QvLzrSs5h	192.3.194.154	34892	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428318570.771859	C0hhEs5CQnGxjJGD1	192.3.194.154	34892	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428318570.774778	CT7kQ4WYHao9cKCe1	192.3.194.154	34892	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428318571.404331	CrpqIe2s9ZycNZRrC9	192.3.194.154	34892	192.168.13.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428318571.406946	CYPnWB3pY6P69vLpMh	192.3.194.154	34892	192.168.14.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428318571.410694	CSV3Ge2S6TVSGDeiMh	192.3.194.154	34892	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428318571.413803	C99fUB3Jks4iLMYoy	192.3.194.154	34892	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428318571.415851	Crt6382unS3osADqIf	192.3.194.154	34892	192.168.15.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428339932.684355	C2b5f73Oz8sC1zP4Kd	23.95.12.218	58316	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428339932.684625	C6ey4m3DiVusc0xtX9	23.95.12.218	58316	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428339932.685881	CMtDLO1RJfKKjyZf39	23.95.12.218	58316	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428339932.804308	Cmd3dj22xWGkCGP2rh	23.95.12.218	58316	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428339932.806040	C1Jdnx3F1hl5sZw4d	23.95.12.218	58316	192.168.13.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428339932.806288	CdPJ0otRYaRJgc7F2	23.95.12.218	58316	192.168.14.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428339932.806556	CrnJs9ItwVMbgcWc	23.95.12.218	58316	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428339932.815609	CRzD7o0BZeOIhtDF2	23.95.12.218	58316	192.168.15.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428512845.118444	Cnfjckzfsk5FjPBo2	92.231.13.4	57256	192.168.15.254	80	tcp	HTTP	not a http reply line
1428537830.784243	CBzYFw4SxlL2YRE6Jl	101.20.206.157	56518	192.168.13.254	80	tcp	HTTP	not a http reply line
1428537831.917567	C3zaZh4TMzxDHRwgw3	101.20.206.157	59171	192.168.14.254	80	tcp	HTTP	not a http reply line
1428582669.862741	CItGqu4lZx1Y0sHRTl	107.172.4.250	34250	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428582680.498420	Cj7Jt617t1QI8azDTl	23.95.12.218	46398	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428582680.498687	CbL5Pf4FAoQyFRTArj	23.95.12.218	46398	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428582680.501196	C6xvzT2vTVe0r5nZHc	23.95.12.218	46398	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428590023.841027	CCu00s1tyRAfjgT7vl	198.57.236.125	52570	192.168.13.254	80	tcp	HTTP	not a http reply line
1428590023.898490	CZhAfl4fJeQssklFPj	198.57.236.125	46859	192.168.14.254	80	tcp	HTTP	not a http reply line
1428590023.936754	C5SU9FOG4Hd9qwSY3	198.57.236.125	60657	192.168.15.254	80	tcp	HTTP	not a http reply line
1428599198.051541	Cc0NiC1kv0Z7hfEznk	198.23.193.58	58830	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428599198.052319	C3M4hW1mUkhO8HMV4	198.23.193.58	58830	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428599198.054339	CBJETE2Faed4qDNBjd	198.23.193.58	58830	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428599198.590720	CQHbDe4Re0hVJuaQnk	198.23.193.58	58830	192.168.14.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428599198.591307	CgFTEe4oEo2gUQ6Ynk	198.23.193.58	58830	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428599198.592090	CUrudWGv06zaQOCxb	198.23.193.58	58830	192.168.13.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428599198.595992	CRI7uQbSOuVTyS6ok	198.23.193.58	58830	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428599198.602406	CqvbgC138weO1Sxnjd	198.23.193.58	58830	192.168.15.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600071.896070	Cbtw1r4LYunIf7Rnf4	192.3.190.234	33708	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600071.896472	CzPFkH9j90ksZGrM3	192.3.190.234	33708	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600071.897827	CYcBft1TUriel0sIL7	192.3.190.234	33708	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600072.508384	CfEZmy3j0EnpOiNKbh	192.3.190.234	33708	192.168.14.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600072.512617	CpuT063aTbvrABGT0e	192.3.190.234	33708	192.168.13.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600072.516780	Cc3H1pB7mQ8BxjXp2	192.3.190.234	33708	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600072.525682	CPZQkP3W43qSb8AxOi	192.3.190.234	33708	192.168.15.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600340.250133	CIfL9K3Zc9VMqdVN1h	192.3.194.154	39445	192.168.0.12	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600340.251687	CkuI7d3wvHORsYucg2	192.3.194.154	39445	192.168.0.13	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600340.255106	CtgTbd3AvgdcnxoVbe	192.3.194.154	39445	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600340.638916	Cxp9fg3laLxDbG0rJ9	192.3.194.154	39445	192.168.13.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600340.641941	CiTpvY3e4hy6VPPm8i	192.3.194.154	39445	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428600340.643655	CGgoHiBETeVh2Dfg2	192.3.194.154	39445	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428601268.115089	Ct5mEiIA5gYqB6cce	192.3.207.2	58850	192.168.0.15	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428601268.598660	CYuiG57Cm2LF5Ovi1	192.3.207.2	58850	192.168.13.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428601268.602940	CH9G572zwPzyOvnPpa	192.3.207.2	58850	192.168.14.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428601268.610945	CwDyip39KUeDB6Mjbh	192.3.207.2	58850	192.168.15.30	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428601268.612672	CqDXH54lMYJC93Dvji	192.3.207.2	58850	192.168.15.10	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428601268.613482	C8MQUcZW4e8vFOalg	192.3.207.2	58850	192.168.15.254	161	udp	SNMP	binpac exception: out_of_bound: ASN1EncodingMeta:len: 2 > 1
1428656789.704952	CflobC3OujfgoNGO6e	74.81.78.196	49047	192.168.13.254	80	tcp	HTTP	not a http reply line
1428656789.709384	CRUshh30nmkXjD1BTf	74.81.78.196	47522	192.168.14.254	80	tcp	HTTP	not a http reply line
1428656789.717234	C55rZe21wmTlbCEJD9	74.81.78.196	35214	192.168.15.254	80	tcp	HTTP	not a http reply line
1428683310.216886	Cx47eJ3R4M1vOLB9Cg	84.232.168.102	37242	192.168.14.254	80	tcp	HTTP	not a http reply line
1428683310.227421	CLCTqW2ANZP0IRPODe	84.232.168.102	55525	192.168.15.254	80	tcp	HTTP	not a http reply line
1428683310.236905	CVHJVV3wPfvVYsQlNf	84.232.168.102	58622	192.168.13.254	80	tcp	HTTP	not a http reply line
1428698610.197661	C03OKc1zFIz42jpnw6	128.199.40.26	48196	192.168.13.254	80	tcp	HTTP	not a http reply line
1428698610.213754	CGbdcH1sHzgegT76Jd	128.199.40.26	32809	192.168.14.254	80	tcp	HTTP	not a http reply line
1428698610.217219	CAH93K2Ddj274u2N1l	128.199.40.26	51726	192.168.15.254	80	tcp	HTTP	not a http reply line
