ip	host
27.253.141.139	g1-27-253-141-139.bmobile.ne.jp.
27.254.96.52	NA
27.255.73.52	NA
27.27.120.139	NA
27.28.241.77	NA
27.3.0.124	NA
27.32.14.96	27-32-14-96.static.tpgi.com.au.
27.33.15.11	27-33-15-11.tpgi.com.au.
27.34.80.132	NA
27.35.1.201	NA
27.36.38.122	NA
27.37.153.17	NA
27.38.74.26	NA
27.40.68.248	NA
27.41.158.42	NA
27.42.240.186	NA
27.43.141.87	NA
27.44.130.68	NA
27.45.90.17	NA
27.47.10.210	NA
27.48.130.207	NA
27.49.82.214	NA
27.50.132.229	NA
27.51.6.224	27-51-6-224.adsl.fetnet.net.
27.54.120.3	NA
27.56.131.241	NA
27.57.164.22	NA
27.60.54.98	NA
27.62.139.78	NA
27.69.130.140	NA
27.70.115.37	NA
27.74.165.79	NA
27.75.112.85	NA
27.77.56.208	NA
27.78.217.250	NA
27.8.101.116	NA
27.81.36.38	KD027081036038.ppp-bb.dion.ne.jp.
27.84.185.20	KD027084185020.ppp-bb.dion.ne.jp.
27.87.151.27	KD027087151027.ppp-bb.dion.ne.jp.
27.89.121.171	KD027089121171.ppp-bb.dion.ne.jp.
27.90.200.225	S225200090027.seint-userreverse.kddi.ne.jp.
27.96.113.19	19.113.96.27.static.m1net.com.sg.
27.97.13.95	NA
27.98.193.221	NA
30.1.1.10	NA
31.1.11.184	apn-31-1-11-184.dynamic.gprs.plus.pl.
31.11.111.170	ctel-31-11-111-170.cabletel.com.mk.
31.128.208.64	NA
31.129.127.113	NA
31.130.191.34	NA
31.131.223.8	NA
31.132.135.5	31-132-135-5.bks-tv.ru.
31.133.116.194	31.133.116.194.colocation.datasfera.com.
31.134.30.122	NA
31.135.34.211	NA
31.14.205.214	NA
31.146.208.106	NA
31.147.116.146	iskon5266.duo.carnet.hr.
31.148.219.9	hart.clientshostname.com.
31.152.138.213	31-152-138-213.mobile.cosmote.net.
31.153.59.121	31-59-121.netrun.cytanet.com.cy.
31.154.253.110	31-154-253-110.orange.net.il.
31.16.104.65	ip1f106841.dynamic.kabel-deutschland.de.
31.162.175.220	NA
31.163.72.250	NA
31.164.153.75	xdsl-31-164-153-75.adslplus.ch.
31.168.172.138	31-168-172-138.telavivwifi.com.
31.169.80.205	ip205.subnet80.netfactor.net.tr.
31.170.171.178	NA
31.171.206.66	shar01.goal043.nl.
31.172.129.13	31-172-129-13.potok-kmv.ru.
31.173.240.219	NA
31.176.164.22	NA
31.177.57.188	NA
31.180.142.35	dsl-31-180-142-35.avtlg.ru.
31.181.167.250	NA
31.182.186.165	staticline-31-182-186-165.toya.net.pl.
31.184.160.46	NA
31.185.204.97	NA
31.186.11.250	reverse-31-186-11-250.turkticaret.net.
31.19.63.151	ip1f133f97.dynamic.kabel-deutschland.de.
31.192.105.59	NA
31.193.134.153	31-193-134-153.static.as29550.net.
31.195.176.170	host170-176-static.195-31-b.business.telecomitalia.it.
31.196.0.186	host186-0-static.196-31-b.business.telecomitalia.it.
31.197.218.219	host219-218-static.197-31-b.business.telecomitalia.it.
31.198.35.18	host18-35-static.198-31-b.business.telecomitalia.it.
31.199.139.69	host69-139-static.199-31-b.business.telecomitalia.it.
31.200.245.41	NA
31.201.215.188	188-215-201-31.ftth.glasoperator.nl.
31.202.23.81	31-202-23-81-kh.maxnet.ua.
31.203.68.109	NA
31.204.150.112	hostedby.i3d.net.
31.205.81.130	ip-31-205-81-130.ask4internet.com.
31.207.144.4	pool-31-207-144-4.is74.ru.
31.209.93.18	www.flaschenmann.de.
31.210.100.207	31-210-100-207.turkrdns.com.
31.211.128.155	NA
31.214.124.51	NA
31.216.191.4	004-191.telrad.net.
31.220.0.58	dedicated.koddos.com.
31.222.162.34	NA
31.223.106.152	NA
31.23.25.199	NA
31.24.139.148	31-24-139-148.ip.wimore.it.
31.25.109.5	NA
31.27.100.57	net-31-27-100-57.cust.vodafonedsl.it.
31.28.13.214	31-28-13-214.dyn-pool.spb.citytelecom.ru.
31.29.46.249	NA
31.3.225.50	h31-3-225-50.host.redstation.co.uk.
31.31.20.206	206.20.31.31.dyn.idknet.com.
31.34.201.124	bub62-h01-31-34-201-124.dsl.sta.abo.bbox.fr.
31.37.87.113	i15-les03-th2-31-37-87-113.sfr.lns.abo.bbox.fr.
31.39.182.180	pas72-h02-31-39-182-180.dsl.sta.abo.bbox.fr.
31.40.125.126	U126-R13.dynamic.miass.multinex.ru.
31.41.218.231	NA
31.42.38.14	NA
31.44.51.62	ppp-31-44-51-62.in-tel.ru.
31.45.207.9	NA
31.46.174.166	1F2EAEA6.dsl.pool.telekom.hu.
31.47.139.162	pppoe-31-47-139-162.dynamic.tvingo.ru.
31.49.173.126	host31-49-173-126.range31-49.btcentralplus.com.
31.5.238.85	d1F05EE55.access.telenet.be.
31.52.38.57	host31-52-38-57.range31-52.btcentralplus.com.
31.53.90.14	host31-53-90-14.range31-53.btcentralplus.com.
31.6.181.120	host-31-6-181-120.dynamic.mm.pl.
31.7.57.198	dyn.198-57-7-31.swissinet.com.
31.8.158.63	h31-8-158-63.dyn.bashtel.ru.
32.106.105.252	slip32-106-105-252.zur.ch.prserv.net.
32.209.146.135	NA
32.210.114.118	NA
32.218.17.87	NA
35.0.127.52	tor-exit.eecs.umich.edu.
36.0.0.19	NA
36.100.19.127	NA
36.102.55.163	NA
36.103.114.213	NA
36.105.166.237	NA
36.106.34.206	NA
36.107.140.124	NA
36.109.255.67	NA
36.192.48.241	NA
36.2.145.249	36-2-145-249.tokyo.ap.gmo-isp.jp.
36.224.144.75	36-224-144-75.dynamic-ip.hinet.net.
36.225.116.128	36-225-116-128.dynamic-ip.hinet.net.
36.226.112.1	36-226-112-1.dynamic-ip.hinet.net.
36.227.106.74	36-227-106-74.dynamic-ip.hinet.net.
36.228.112.63	36-228-112-63.dynamic-ip.hinet.net.
36.229.110.57	36-229-110-57.dynamic-ip.hinet.net.
36.230.130.246	36-230-130-246.dynamic-ip.hinet.net.
36.231.125.198	36-231-125-198.dynamic-ip.hinet.net.
36.232.129.132	36-232-129-132.dynamic-ip.hinet.net.
36.233.147.164	36-233-147-164.dynamic-ip.hinet.net.
36.234.136.80	36-234-136-80.dynamic-ip.hinet.net.
36.235.15.181	36-235-15-181.dynamic-ip.hinet.net.
36.236.152.251	36-236-152-251.dynamic-ip.hinet.net.
36.237.144.180	36-237-144-180.dynamic-ip.hinet.net.
36.238.132.71	36-238-132-71.dynamic-ip.hinet.net.
36.239.103.176	36-239-103-176.dynamic-ip.hinet.net.
36.244.10.202	em36-244-10-202.pool.e-mobile.ne.jp.
36.248.209.35	NA
36.249.114.137	NA
36.250.13.67	NA
36.251.104.216	NA
36.3.95.19	36-3-95-19.kanagawa.otk.vectant.ne.jp.
36.32.67.42	NA
36.33.100.39	39.100.33.36.adsl-pool.ah.cnuninet.net.
36.34.190.206	NA
36.35.222.63	NA
36.36.139.79	NA
36.37.155.54	NA
36.38.35.66	NA
36.39.239.74	NA
36.40.88.52	NA
36.43.11.31	NA
36.44.61.7	NA
36.45.161.175	NA
36.46.237.27	NA
36.48.113.39	NA
36.49.12.3	NA
36.52.122.45	45.122.52.36.ap.dti.ne.jp.
36.54.144.88	88.144.54.36.ap.dti.ne.jp.
36.55.237.144	v-36-55-237-144.ub-freebit.net.
36.56.205.51	NA
36.57.190.82	NA
36.6.45.96	NA
36.68.129.139	NA
36.69.18.147	NA
36.70.18.106	NA
36.71.100.139	NA
36.72.11.167	NA
36.73.126.171	NA
36.74.13.118	NA
36.75.180.62	NA
36.76.120.80	NA
36.77.210.162	NA
36.78.192.157	NA
36.80.108.184	NA
36.81.1.212	NA
36.82.106.208	NA
36.83.27.43	NA
36.85.110.11	NA
36.88.196.95	NA
36.9.118.17	KD036009118017.au-net.ne.jp.
36.96.49.55	NA
36.98.154.54	NA
36.99.244.192	NA
37.0.121.213	37-0-121-213.linkhost.us.
37.1.200.144	NA
37.104.10.243	NA
37.105.17.216	NA
37.106.107.83	NA
37.107.179.201	NA
37.110.224.88	NA
37.112.114.206	37x112x114x206.dynamic.irkutsk.ertelecom.ru.
37.113.225.42	37x113x225x42.dynamic.ryazan.ertelecom.ru.
37.114.146.140	NA
37.122.155.135	NA
37.123.176.14	h-37-123-176-14.na.cust.bahnhof.se.
37.128.243.36	NA
37.131.215.242	242.215.131.37.lesnoynet.ru.
37.134.54.140	140.54.134.37.dynamic.jazztel.es.
37.139.104.83	83-104-139-37.host.sevstar.net.
37.140.38.205	pool-37-140-38-205.is74.ru.
37.142.12.97	dynamic-37-142-12-97.hotnet.net.il.
37.143.195.191	NA
37.144.117.37	37-144-117-37.broadband.corbina.ru.
37.145.179.1	37-145-179-1.broadband.corbina.ru.
37.146.12.13	37-146-12-13.broadband.corbina.ru.
37.147.110.147	37-147-110-147.broadband.corbina.ru.
37.148.208.159	vps.sharkcity.org.
37.150.31.189	37.150.31.189.megaline.telecom.kz.
37.151.99.125	37.151.99.125.megaline.telecom.kz.
37.152.184.66	ip.rahanet.com.
37.153.105.26	NA
37.157.210.130	host-130.210.157.37.ucom.am.
37.159.187.45	net-37-159-187-45.cust.vodafonedsl.it.
37.16.82.26	NA
37.17.103.110	NA
37.18.107.124	37.18.107.124.leadertelecom.ru.
37.185.30.243	NA
37.186.200.74	37-186-200-74.ip270.fastwebnet.it.
37.187.108.131	dwn108.dc1.fusa.be.
37.19.76.9	ppp-37.19.76.9.dobroe.ru.
37.192.17.75	l37-192-17-75.novotelecom.ru.
37.193.19.190	l37-193-19-190.novotelecom.ru.
37.195.228.94	l37-195-228-94.novotelecom.ru.
37.199.39.46	m37-199-39-46.cust.tele2.se.
37.200.33.246	246.33.200.37.customer.cdi.no.
37.203.64.0	NA
37.204.192.47	broadband-37.204-192-47.nationalcablenetworks.ru.
37.205.217.66	host66-217-static.205-37-b.business.telecomitalia.it.
37.206.133.114	host114-133-static.206-37-b.business.telecomitalia.it.
37.207.64.243	host243-64-static.207-37-b.business.telecomitalia.it.
37.208.144.124	NA
37.209.124.106	HSI-KBW-37-209-124-106.hsi15.kabel-badenwuerttemberg.de.
37.210.136.211	NA
37.211.24.144	NA
37.212.146.191	NA
37.213.113.43	NA
37.214.137.202	NA
37.215.148.153	NA
37.216.102.21	NA
37.218.65.203	203.37-218-65.dynamic.clientes.euskaltel.es.
37.220.122.60	NA
37.221.162.28	static-ip-37-221-162-28.inaddr.eu-dedicated.net.
37.228.89.133	unspecified.mtw.ru.
37.229.119.101	37-229-119-101-broadband.kyivstar.net.
37.230.113.233	dig-market.com.
37.231.51.153	NA
37.233.16.188	37-233-16-188.starnet.md.
37.235.162.6	37-235-162-6.dynamic.customer.lanta.me.
37.236.155.85	NA
37.237.8.116	NA
37.238.24.212	NA
37.239.13.91	earthlinkiq.com.
37.244.201.30	NA
37.247.102.100	host-37-247-102-100.routergate.com.
37.250.186.120	37.250.186.120.bredband.tre.se.
37.251.83.251	37-251-83-251.FTTH.ispfabriek.nl.
37.252.190.133	37-252-190-133.rev.ipax.at.
37.27.109.209	NA
37.28.234.57	57.234.28.37.rev.vodafone.pt.
37.29.114.126	NA
37.32.19.66	NA
37.34.73.178	customer73-178.fastcon.it.
37.4.212.31	ip2504d41f.dynamic.kabel-deutschland.de.
37.44.22.18	NA
37.45.151.130	NA
37.46.158.211	NA
37.48.120.154	NA
37.49.223.49	host-37-49-223-49.bbcustomer.zsttk.net.
37.5.168.191	ip2505a8bf.dynamic.kabel-deutschland.de.
37.52.207.47	47-207-52-37.pool.ukrtel.net.
37.53.135.245	245-135-53-37.pool.ukrtel.net.
37.54.55.64	64-55-54-37.pool.ukrtel.net.
37.55.240.17	17-240-55-37.pool.ukrtel.net.
37.57.196.142	142.196.57.37.triolan.net.
37.58.173.45	mail.ch-riom.fr.
37.59.108.70	ns2.myhostingweb.net.
37.61.183.188	NA
37.7.57.97	apn-37-7-57-97.dynamic.gprs.plus.pl.
37.72.171.25	smtp02.value4yourmoney.biz.
37.74.75.134	static.kpn.net.
37.75.240.68	NA
37.76.161.101	NA
37.77.135.10	37-77-135-10.obit.ru.
37.78.218.152	NA
37.79.130.83	NA
37.8.142.25	adsl15or25.tel.net.ba.
37.82.249.116	NA
37.84.59.160	NA
37.9.215.58	NA
37.98.151.61	61-151-98-37.outsourcery.net.uk.
37.99.131.155	NA
38.100.118.28	NA
38.106.31.87	NA
38.113.165.83	NA
38.123.201.217	NA
38.124.195.138	NA
38.126.11.34	bcsmail.bluestarcs.com.
38.130.83.147	NA
38.229.1.15	sslresearch.cymru.com.
38.65.249.8	NA
38.66.192.90	NA
38.69.41.237	NA
38.72.112.136	NA
38.83.97.72	NA
38.84.134.15	NA
38.89.160.198	NA
38.96.240.32	NA
38.98.183.76	NA
38.99.171.40	NA
39.1.13.211	39-1-13-211-adsl-TPE.dynamic.so-net.net.tw.
39.109.4.226	NA
39.112.159.114	NA
39.113.49.142	NA
39.114.252.22	NA
39.115.113.194	NA
39.116.130.96	NA
39.117.37.226	NA
39.118.133.151	NA
39.119.42.54	NA
39.120.109.126	NA
39.121.118.164	NA
39.122.5.143	NA
39.163.165.162	NA
39.166.21.19	NA
39.172.210.202	NA
39.177.127.116	NA
39.178.25.9	NA
39.180.25.65	NA
39.181.23.140	NA
39.182.171.134	NA
39.185.230.63	NA
39.186.204.88	NA
39.187.3.75	NA
39.189.110.231	NA
39.190.196.204	NA
39.194.43.249	NA
39.2.186.69	HNZfx-02p4-69.ppp11.odn.ad.jp.
39.209.14.146	NA
39.249.219.143	NA
39.251.11.186	NA
39.252.194.76	NA
39.3.73.107	SSJfx-08p8-107.ppp11.odn.ad.jp.
39.32.175.3	NA
39.33.107.215	NA
39.34.166.169	NA
39.41.50.247	NA
39.44.137.226	NA
39.47.170.198	NA
39.48.114.17	NA
39.49.102.109	NA
39.53.207.17	NA
39.55.125.185	NA
39.59.7.182	NA
39.64.5.180	NA
39.65.0.183	NA
39.67.104.159	NA
39.68.163.41	NA
39.69.103.225	NA
39.70.0.158	NA
39.71.131.29	NA
39.72.4.245	NA
39.74.115.113	NA
39.75.51.110	NA
39.76.1.29	NA
39.77.221.154	NA
39.78.107.202	NA
39.79.148.22	NA
39.81.21.129	NA
39.83.19.175	NA
39.84.33.180	NA
41.103.111.80	NA
41.108.233.173	NA
41.110.193.227	NA
41.129.186.113	NA
41.130.100.246	NA
41.131.160.52	host-41-131-160-52.static.link.com.eg.
41.132.173.186	41-132-173-186.dsl.mweb.co.za.
41.133.235.92	41-133-235-92.dsl.mweb.co.za.
41.134.214.202	pop.twinclothing.co.za.
41.136.121.214	NA
41.137.104.129	custap-129-104-137-41.wanamaroc.com.
41.138.184.12	NA
41.140.167.220	NA
41.142.23.9	NA
41.143.7.5	NA
41.146.109.149	8ta-146-109-149.telkomadsl.co.za.
41.158.0.130	NA
41.159.136.195	NA
41.160.157.133	NA
41.162.131.103	NA
41.164.25.45	NA
41.178.207.11	NA
41.181.64.250	NA
41.186.40.8	NA
41.187.100.9	winweb2.noor.com.
41.188.17.86	tgn.188.17.86.dts.mg.
41.189.19.6	NA
41.190.212.57	dyn-wimax-41-190-212-57.foristel.co.ug.
41.191.252.242	252.191.41-wimax.slc.dz.
41.196.251.68	host-41-196-251-68.static.link.com.eg.
41.198.127.126	41-198-127-126.iwayafrica.net.
41.202.202.95	NA
41.203.214.220	41-203-214-220.safaricombusiness.co.ke.
41.204.128.242	NA
41.205.64.42	NA
41.206.74.224	host-41-206-74-224.afnet.net.
41.208.214.235	wbs-41-208-214-235.wbs.co.za.
41.209.226.247	NA
41.210.126.174	174.126.210.41-wimax.anwarnet.dz.
41.211.133.2	NA
41.213.192.146	41-213-192-146.zeop.re.
41.214.4.59	NA
41.215.248.59	NA
41.216.174.146	domain.not.configured.
41.217.164.119	NA
41.218.92.102	NA
41.220.17.62	runhare-cust-end.comone.co.zw.
41.222.13.250	NA
41.223.30.26	host30-26.creolink.com.
41.224.13.130	NA
41.225.17.50	NA
41.226.115.135	NA
41.227.218.3	NA
41.228.16.245	NA
41.230.1.137	NA
41.231.53.25	NA
41.232.21.41	host-41.232.21.41.tedata.net.
41.234.66.81	host-41.234.66.81.tedata.net.
41.236.217.107	host-41.236.217.107.tedata.net.
41.237.142.98	host-41.237.142.98.tedata.net.
41.238.222.161	host-41.238.222.161.tedata.net.
41.248.174.89	NA
41.249.155.170	NA
41.250.66.86	NA
41.251.126.244	NA
41.252.176.72	41.252.176.72.ADSL.KM4.dynamic.ltt.ly.
41.253.124.4	NA
41.32.103.210	host-41.32.103.210.tedata.net.
41.33.154.55	host-41.33.154.55.tedata.net.
41.34.54.26	host-41.34.54.26.tedata.net.
41.35.154.167	host-41.35.154.167.tedata.net.
41.37.0.73	host-41.37.0.73.tedata.net.
41.38.101.29	host-41.38.101.29.tedata.net.
41.39.10.98	host-41.39.10.98.tedata.net.
41.41.101.140	host-41.41.101.140.tedata.net.
41.42.104.223	host-41.42.104.223.tedata.net.
41.44.159.242	host-41.44.159.242.tedata.net.
41.46.199.92	host-41.46.199.92.tedata.net.
41.47.42.161	host-41.47.42.161.tedata.net.
41.56.16.164	iburst-41-56-16-164.iburst.co.za.
41.57.105.145	NA
41.58.24.39	NA
41.59.61.3	3.61-crs-3.pos-4.MoCst.ttcldata.net.
41.65.122.101	NA
41.66.217.6	NA
41.67.143.250	NA
41.71.138.168	NA
41.72.105.130	NA
41.73.245.80	NA
41.76.170.5	NA
41.77.228.36	41-77-228-36.6telecoms.co.tz.228.77.41.in-addr.arpa.
41.78.156.6	NA
41.79.10.10	NA
41.82.54.133	NA
41.85.185.17	NA
41.87.4.2	NA
41.92.100.169	NA
41.93.144.26	NA
42.101.141.193	NA
42.102.204.88	NA
42.103.100.46	NA
42.112.124.252	NA
42.113.159.193	NA
42.114.200.236	NA
42.115.120.125	NA
42.116.213.7	NA
42.117.185.118	NA
42.118.138.186	NA
42.119.103.13	NA
42.120.142.222	NA
42.121.119.146	zhuoyouapp.com. 146.119.121.42.in-addr.arpa
42.122.29.233	NA
42.123.82.246	NA
42.125.129.13	vc013.net042125129.thn.ne.jp.
42.145.170.74	42-145-170-74.rev.home.ne.jp.
42.146.116.210	42-146-116-210.rev.home.ne.jp.
42.147.179.89	42-147-179-89.rev.home.ne.jp.
42.148.111.38	42-148-111-38.rev.home.ne.jp.
42.150.34.25	42-150-34-25.rev.home.ne.jp.
42.152.121.99	NA
42.156.250.111	NA
42.157.10.7	NA
42.159.27.62	NA
42.184.174.190	NA
42.185.75.207	NA
42.2.100.184	42-2-100-184.static.netvigator.com.
42.201.160.166	166.160.201.42-static-fiberlink.net.pk.
42.202.168.14	NA
42.203.16.59	NA
42.224.101.206	hn.kd.ny.adsl.
42.225.119.108	hn.kd.ny.adsl.
42.226.144.156	hn.kd.ny.adsl.
42.227.5.167	hn.kd.ny.adsl.
42.228.83.149	hn.kd.ny.adsl.
42.229.188.12	hn.kd.ny.adsl.
42.230.142.172	hn.kd.ny.adsl.
42.231.243.133	hn.kd.ny.adsl.
42.232.31.203	hn.kd.ny.adsl.
42.233.104.99	hn.kd.ny.adsl.
42.234.46.198	hn.kd.ny.adsl.
42.235.142.184	hn.kd.ny.adsl.
42.237.155.75	hn.kd.ny.adsl.
42.238.133.61	hn.kd.ny.adsl.
42.239.193.98	hn.kd.ny.adsl.
42.242.147.197	NA
42.243.138.71	NA
42.248.224.60	NA
42.249.181.26	NA
42.3.129.122	42-3-129-122.static.netvigator.com.
42.48.231.30	NA
42.49.114.88	NA
42.51.148.43	htuidc.bgp.ip.
42.56.111.112	NA
42.57.92.107	NA
42.58.107.254	NA
42.59.49.175	NA
42.60.231.82	bb42.60-231-82.singnet.com.sg.
42.61.1.126	NA
42.62.18.19	NA
42.63.103.102	NA
42.71.210.182	42-71-210-182.EMOME-IP.hinet.net.
42.74.130.134	42-74-130-134.EMOME-IP.hinet.net.
42.76.190.163	42-76-190-163.EMOME-IP.hinet.net.
42.77.205.155	42-77-205-155.EMOME-IP.hinet.net.
42.78.234.190	42-78-234-190.EMOME-IP.hinet.net.
42.82.110.122	NA
42.84.138.249	NA
42.85.250.110	NA
42.86.34.129	NA
42.87.97.181	NA
42.88.130.68	NA
42.89.123.117	NA
42.90.140.170	NA
42.91.23.145	NA
42.93.55.40	NA
42.94.1.205	NA
42.95.154.220	NA
42.96.143.156	NA
42.97.111.43	NA
42.98.183.108	42-98-183-108.static.netvigator.com.
43.225.56.54	NA
43.229.105.129	NA
43.240.51.252	NA
43.241.131.11	11-131-241-43.intechonline.net.
43.250.250.170	server-4q-r70.ipv4.au.syrahost.com.
43.251.0.170	NA
43.254.124.10	ip-43-254-124-10.palapamedia.net.id.
43.255.190.60	NA
45.112.71.230	node-45-112-71-230.alliancebroadband.in.
45.17.35.91	45-17-35-91.lightspeed.brhmal.sbcglobal.net.
45.218.153.187	NA
45.34.102.195	NA
45.48.147.156	cpe-45-48-147-156.socal.res.rr.com.
45.55.150.72	NA
45.56.106.133	li908-133.members.linode.com.
45.63.12.126	45.63.12.126.vultr.com.
45.64.96.12	NA
45.65.11.42	NA
46.0.153.81	dynamicip-46-0-153-81.pppoe.samara.ertelecom.ru.
46.100.49.15	NA
46.101.155.189	NA
46.102.112.198	NA
46.103.39.68	46-39-68.adsl.cyta.gr.
46.105.101.65	ns349496.ip-46-105-101.eu.
46.107.127.33	2E6B7F21.catv.pool.telekom.hu.
46.108.100.189	NA
46.109.29.227	NA
46.116.193.71	46-116-193-71.bb.netvision.net.il.
46.117.109.178	46-117-109-178.bb.netvision.net.il.
46.118.107.118	SOL-FTTB.118.107.118.46.sovam.net.ua.
46.119.116.145	NA
46.120.15.138	46-120-15-138.static.012.net.il.
46.121.249.147	46-121-249-147.static.012.net.il.
46.122.52.236	APN-122-52-236-gprs.simobil.net.
46.126.148.216	46-126-148-216.dynamic.hispeed.ch.
46.127.209.59	46-127-209-59.dynamic.hispeed.ch.
46.128.150.240	46.128.150.240.dynamic.cablesurf.de.
46.130.112.182	182.112.130.46.in-addr.mts.am.
46.137.187.52	ec2-46-137-187-52.eu-west-1.compute.amazonaws.com.
46.139.49.151	2E8B3197.catv.pool.telekom.hu.
46.14.116.171	171.116.14.46.dynamic.wline.lns.sme.cust.swisscom.ch.
46.143.233.70	NA
46.146.144.2	net144-2.perm.ertelecom.ru.
46.147.160.123	net160.79.95-123.izhevsk.ertelecom.ru.
46.148.5.129	46-148-5-129.inet-siec.pl.
46.149.239.232	host239-232.mgtelecom.ru.
46.150.162.39	NA
46.151.212.26	Host-46-151-212-26.nashirnet.com.
46.152.114.40	NA
46.158.212.153	NA
46.159.172.237	NA
46.160.149.81	router.store-servis.ru.
46.161.41.142	NA
46.162.115.130	c-46-162-115-130.cust.bredband2.com.
46.163.171.53	NA
46.164.224.109	NA
46.165.206.103	NA
46.166.160.136	hst-46-166-160-136.balticservers.eu.
46.170.239.66	ozf66.internetdsl.tpnet.pl.
46.171.191.122	phj122.internetdsl.tpnet.pl.
46.172.192.179	host-46-172-192-179.mirgiga.net.
46.173.175.142	NA
46.174.100.22	NA
46.175.160.107	static.46-175-160-107.norma4.ks.ua.
46.178.21.246	246-21-178-46.mobileinternet.proximus.be.
46.18.124.26	124.26.srvc.fr.
46.182.111.140	designit2.server-login.name.
46.183.167.176	mail.oaommucem.ru.
46.184.254.94	viva-dns-2.igw.tubly.
46.185.140.172	46.185.x.172.go.com.jo.
46.186.52.153	host-46-186-52-153.dynamic.mm.pl.
46.187.120.174	static-46-187-120-174.netbynet.ru.
46.188.16.61	broadband-46-188-16-61.2com.net.
46.189.220.169	169.220.189.46.rev.vodafone.pt.
46.19.137.137	NA
46.191.209.185	46.191.209.185.dynamic.ufanet.ru.
46.196.208.253	NA
46.197.178.71	NA
46.200.203.25	25-203-200-46.pool.ukrtel.net.
46.201.42.220	220-42-201-46.pool.ukrtel.net.
46.202.174.221	221-174-202-46.pool.ukrtel.net.
46.208.253.248	248.253.208.46.dyn.plus.net.
46.209.191.250	NA
46.21.182.68	NA
46.211.209.236	NA
46.214.137.87	46-214-137-87.next-gen.ro.
46.215.123.46	apn-46-215-123-46.dynamic.gprs.plus.pl.
46.217.122.55	NA
46.218.149.62	reverse.completel.fr.
46.22.173.131	46.22.173.131.pl.
46.223.114.232	HSI-KBW-46-223-114-232.hsi.kabel-badenwuerttemberg.de.
46.224.147.180	NA
46.225.123.96	NA
46.226.133.2	oceanet-telecom-acces-133.2.olm.fr.
46.227.167.86	node-167.227.46-86.avelacom.ru.
46.228.195.123	NA
46.229.227.42	46.229.227.42.vnet.sk.
46.23.113.47	NA
46.231.208.110	46-231-208-110.obit.ru.
46.232.167.32	NA
46.233.21.160	NA
46.234.11.41	NA
46.235.13.3	46-235-13-3.garantiserver.com.
46.236.100.139	46-236-100-139.customer.t3.se.
46.237.104.230	NA
46.238.126.10	e126-10.icpnet.pl.
46.239.11.217	pppoe-46-239-11-217.teol.net.
46.240.227.82	NA
46.241.161.4	host-46-241-161-4.orangearmenia.am.
46.244.10.8	mutharann.cyberbunker.com.
46.246.124.137	NA
46.249.0.7	podolsk-b1-P08.rialcom.ru.
46.250.80.251	NA
46.251.105.148	NA
46.252.151.60	60.151.252.46.netsons.net.
46.253.15.78	NA
46.254.19.7	hosted-by.ihc.ru.
46.255.228.218	NA
46.26.194.29	static-29-194-26-46.ipcom.comunitel.net.
46.27.175.37	static-37-175-27-46.ipcom.comunitel.net.
46.28.204.46	hosted-by.solarcom.ch.
46.29.255.142	ptr142.tpcontactsinfo.com.
46.30.167.144	46.30.167.144.usernat.ip.net.ua.
46.31.146.44	NA
46.32.106.60	IP46-32-106-60.zaindata.jo.
46.33.155.34	NA
46.35.188.243	NA
46.36.136.49	NA
46.37.24.71	host71-24-37-46.serverdedicati.aruba.it.
46.38.119.95	NA
46.39.107.89	customer-46-39-107-89.stosn.net.
46.40.109.166	46-40-109-166.dbr.ddns.bulsat.com.
46.41.83.5	5.83.41.46.donpac.ru.
46.42.170.250	NA
46.43.125.152	ADSL-46.43.125.152.mada.ps.
46.44.174.92	rt174bb44-46-92.routit.net.
46.45.178.250	.
46.47.103.8	NA
46.48.154.198	NA
46.49.115.67	NA
46.5.71.233	HSI-KBW-046-005-071-233.hsi8.kabel-badenwuerttemberg.de.
46.55.128.48	NA
46.59.217.131	port-55505.pppoe.wtnet.de.
46.60.4.239	NA
46.61.141.76	NA
46.62.213.210	NA
46.63.127.31	NA
46.72.159.194	ip-46-72-159-194.bb.netbynet.ru.
46.73.112.201	ip-46-73-112-201.bb.netbynet.ru.
46.8.240.42	NA
46.9.118.63	63.118.9.46.customer.cdi.no.
46.97.200.99	static-sub-mobile-46.97.200.99.vodafone.ro.
46.98.128.65	NA
46.99.129.51	NA
47.16.116.169	ool-2f1074a9.dyn.optonline.net.
47.20.191.43	ool-2f14bf2b.dyn.optonline.net.
47.21.197.250	ool-2f15c5fa.static.optonline.net.
47.22.10.19	ool-2f160a13.static.optonline.net.
47.23.146.147	ool-2f179293.static.optonline.net.
47.55.64.159	mtprnf0117w-047055064159.dhcp-dynamic.FibreOp.nl.bellaliant.net.
47.64.114.53	ltea-047-064-114-053.pools.arcor-ip.net.
47.65.19.90	ltea-047-065-019-090.pools.arcor-ip.net.
49.1.147.7	NA
49.113.203.202	NA
49.114.176.244	NA
49.115.248.9	NA
49.116.231.5	NA
49.117.37.130	NA
49.118.18.188	NA
49.119.5.97	NA
49.122.68.23	NA
49.124.73.39	NA
49.128.175.100	static-mumbai.wnet.net.in.
49.129.218.103	FL1-49-129-218-103.hkd.mesh.ad.jp.
49.133.173.107	w0109-49-133-173-107.uqwimax.jp.
49.142.44.128	NA
49.143.121.101	NA
49.144.103.91	dsl.49.144.103.91.pldt.net.
49.145.210.240	dsl.49.145.210.240.pldt.net.
